Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedFeat,PoL,RT
36,112,6,1,6,9,3,4,7,2,5,8,2,3,4,7,1,2,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.53272
36,113,6,3,6,9,2,4,7,1,5,8,2,2,4,7,1,3,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.48397
36,114,6,3,6,7,2,4,8,1,5,9,2,2,4,8,1,3,5,6,7,9,1,2,4,NaN,NaN,1,NaN,NaN,0.54576
36,115,6,3,6,8,1,5,9,2,4,7,3,2,4,7,1,3,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.72089
36,116,6,3,5,7,2,6,9,1,4,8,3,1,4,8,2,3,5,6,7,9,1,2,4,NaN,NaN,1,NaN,NaN,0.69587
36,117,6,3,6,9,1,5,7,2,4,8,3,2,4,8,1,3,5,6,7,9,0,2,4,NaN,NaN,1,NaN,NaN,1.0381
36,118,6,1,6,9,3,4,8,2,5,7,2,3,4,8,1,2,5,6,7,9,1,2,4,NaN,NaN,1,NaN,NaN,0.5494
36,119,6,2,5,8,1,4,9,3,6,7,2,1,4,9,2,3,5,6,7,8,0,2,4,NaN,NaN,1,NaN,NaN,0.61129
36,120,6,3,5,9,1,6,8,2,4,7,3,2,4,7,1,3,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.88193
36,121,7,1,5,8,2,6,7,3,4,9,1,1,5,8,2,3,4,6,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.83162
36,122,7,2,6,8,3,5,7,1,4,9,2,3,5,7,1,2,4,6,8,9,0,3,8,NaN,NaN,0,NaN,NaN,0.8861
36,123,7,2,5,8,3,6,9,1,4,7,2,3,6,9,1,2,4,5,7,8,0,3,8,NaN,NaN,0,NaN,NaN,0.70126
36,124,7,2,6,8,1,5,7,3,4,9,3,3,4,9,1,2,5,6,7,8,0,3,8,NaN,NaN,0,NaN,NaN,0.45223
36,125,7,1,6,8,2,4,7,3,5,9,1,1,6,8,2,3,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.92978
36,126,7,2,6,7,3,4,9,1,5,8,1,2,6,7,1,3,4,5,8,9,0,3,8,NaN,NaN,0,NaN,NaN,1.0412
36,127,7,3,6,9,2,4,7,1,5,8,3,1,5,8,2,3,4,6,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.69512
36,128,7,2,6,7,3,4,8,1,5,9,1,2,6,7,1,3,4,5,8,9,0,3,8,NaN,NaN,0,NaN,NaN,1.1904
36,129,7,1,5,9,2,4,7,3,6,8,3,3,6,8,1,2,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,1.0124
36,130,7,1,4,9,3,6,8,2,5,7,2,3,6,8,1,2,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.79543
36,131,7,2,5,8,3,6,7,1,4,9,2,3,6,7,1,2,4,5,8,9,0,3,8,NaN,NaN,0,NaN,NaN,0.62593
36,132,7,1,6,7,3,5,8,2,4,9,1,1,6,7,2,3,4,5,8,9,0,3,8,NaN,NaN,0,NaN,NaN,1.2813
36,133,7,2,6,8,1,4,7,3,5,9,2,1,4,7,2,3,5,6,8,9,0,3,8,NaN,NaN,0,NaN,NaN,0.41619
36,134,7,1,6,9,3,5,8,2,4,7,1,1,6,9,2,3,4,5,7,8,0,3,8,NaN,NaN,0,NaN,NaN,0.90971
36,135,7,1,4,7,2,5,8,3,6,9,3,3,6,9,1,2,4,5,7,8,0,3,8,NaN,NaN,0,NaN,NaN,0.94884
36,136,7,3,6,7,1,5,8,2,4,9,2,1,5,8,2,3,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.67632
36,137,7,1,5,8,3,6,7,2,4,9,1,1,5,8,2,3,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.65893
36,138,7,3,6,8,1,4,7,2,5,9,1,3,6,8,1,2,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.56885
36,139,7,3,6,7,1,4,8,2,5,9,2,1,4,8,2,3,5,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.46351
36,140,7,1,5,7,3,4,9,2,6,8,3,2,6,8,1,3,4,5,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.50179
36,141,8,3,6,9,2,4,7,1,5,8,2,2,4,7,1,3,5,6,8,9,0,1,3,NaN,NaN,0,NaN,NaN,1.575
36,142,8,1,6,9,3,5,8,2,4,7,1,1,6,9,2,3,4,5,7,8,1,1,3,NaN,NaN,0,NaN,NaN,0.74161
36,143,8,2,5,7,3,6,8,1,4,9,3,1,4,9,2,3,5,6,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.94871
36,144,8,2,5,7,3,4,9,1,6,8,3,1,6,8,2,3,4,5,7,9,0,1,3,NaN,NaN,0,NaN,NaN,1.1152
36,145,8,2,4,7,1,5,9,3,6,8,2,1,5,9,2,3,4,6,7,8,1,1,3,NaN,NaN,0,NaN,NaN,0.9133
36,146,8,2,5,7,1,4,9,3,6,8,1,2,5,7,1,3,4,6,8,9,1,1,3,NaN,NaN,0,NaN,NaN,0.59289
36,147,8,3,6,9,1,5,8,2,4,7,2,1,5,8,2,3,4,6,7,9,0,1,3,NaN,NaN,0,NaN,NaN,0.47867
36,148,8,1,4,9,2,6,7,3,5,8,1,1,4,9,2,3,5,6,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.9174
36,149,8,3,6,9,2,5,8,1,4,7,2,2,5,8,1,3,4,6,7,9,1,1,3,NaN,NaN,0,NaN,NaN,0.5407
36,150,8,2,5,8,1,4,9,3,6,7,1,2,5,8,1,3,4,6,7,9,1,1,3,NaN,NaN,0,NaN,NaN,0.61072
36,151,8,1,5,8,3,6,9,2,4,7,3,2,4,7,1,3,5,6,8,9,0,1,3,NaN,NaN,0,NaN,NaN,0.66544
36,152,8,2,5,8,1,4,9,3,6,7,1,2,5,8,1,3,4,6,7,9,0,1,3,NaN,NaN,0,NaN,NaN,0.81593
36,153,8,2,6,8,3,5,7,1,4,9,2,3,5,7,1,2,4,6,8,9,0,1,3,NaN,NaN,1,NaN,NaN,0.75918
36,154,8,2,4,9,3,6,8,1,5,7,1,2,4,9,1,3,5,6,7,8,1,1,3,NaN,NaN,0,NaN,NaN,1.1658
36,155,8,1,6,9,2,4,7,3,5,8,2,2,4,7,1,3,5,6,8,9,0,1,3,NaN,NaN,0,NaN,NaN,1.1167
36,156,8,1,6,9,3,5,8,2,4,7,1,1,6,9,2,3,4,5,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.7554
36,157,8,1,5,8,2,4,7,3,6,9,2,2,4,7,1,3,5,6,8,9,1,1,3,NaN,NaN,0,NaN,NaN,0.76181
36,158,8,3,5,7,1,6,8,2,4,9,3,2,4,9,1,3,5,6,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.77597
36,159,8,2,6,9,3,4,8,1,5,7,1,2,6,9,1,3,4,5,7,8,0,1,3,NaN,NaN,0,NaN,NaN,1.1274
36,160,8,1,4,9,3,6,8,2,5,7,1,1,4,9,2,3,5,6,7,8,0,1,3,NaN,NaN,0,NaN,NaN,1.0858
36,161,9,3,5,7,2,6,8,1,4,9,2,2,6,8,1,3,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.80626
36,162,9,3,4,9,1,6,7,2,5,8,2,1,6,7,2,3,4,5,8,9,0,3,8,NaN,NaN,0,NaN,NaN,0.74152
36,163,9,2,4,7,1,5,8,3,6,9,1,2,4,7,1,3,5,6,8,9,0,3,8,NaN,NaN,0,NaN,NaN,0.65894
36,164,9,3,4,9,1,5,7,2,6,8,3,2,6,8,1,3,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.56205
36,165,9,1,6,7,3,5,8,2,4,9,2,3,5,8,1,2,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.46532
36,166,9,3,6,8,2,5,9,1,4,7,1,3,6,8,1,2,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.60808
36,167,9,3,5,8,2,4,7,1,6,9,1,3,5,8,1,2,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.53407
36,168,9,2,6,8,3,4,7,1,5,9,1,2,6,8,1,3,4,5,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.66114
36,169,9,2,6,9,3,4,7,1,5,8,3,1,5,8,2,3,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.60328
36,170,9,1,4,9,2,6,7,3,5,8,3,3,5,8,1,2,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.62627
36,171,9,3,4,9,2,5,7,1,6,8,3,1,6,8,2,3,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.52903
36,172,9,2,4,9,3,5,8,1,6,7,2,3,5,8,1,2,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.95982
36,173,9,1,5,7,3,4,8,2,6,9,2,3,4,8,1,2,5,6,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.68756
36,174,9,3,5,7,2,6,8,1,4,9,2,2,6,8,1,3,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.63657
36,175,9,1,4,8,2,5,7,3,6,9,3,3,6,9,1,2,4,5,7,8,0,3,8,NaN,NaN,0,NaN,NaN,0.60408
36,176,9,3,4,7,1,5,8,2,6,9,2,1,5,8,2,3,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.54661
36,177,9,3,6,9,2,5,8,1,4,7,2,2,5,8,1,3,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.48073
36,178,9,3,4,8,1,5,9,2,6,7,1,3,4,8,1,2,5,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.79188
36,179,9,1,4,8,2,6,7,3,5,9,1,1,4,8,2,3,5,6,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.49384
36,180,9,2,6,8,1,5,9,3,4,7,1,2,6,8,1,3,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.62119
36,181,10,2,6,9,3,4,8,1,5,7,1,2,6,9,1,3,4,5,7,8,0,3,7,NaN,NaN,0,NaN,NaN,1.3446
36,182,10,3,4,9,1,5,7,2,6,8,2,1,5,7,2,3,4,6,8,9,0,3,7,NaN,NaN,1,NaN,NaN,0.98208
36,183,10,1,5,8,2,6,9,3,4,7,1,1,5,8,2,3,4,6,7,9,0,3,7,NaN,NaN,0,NaN,NaN,1.1089
36,184,10,1,6,8,2,4,7,3,5,9,2,2,4,7,1,3,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.62058
36,185,10,2,5,9,1,4,7,3,6,8,2,1,4,7,2,3,5,6,8,9,0,3,7,NaN,NaN,1,NaN,NaN,0.93918
36,186,10,2,4,8,3,6,9,1,5,7,2,3,6,9,1,2,4,5,7,8,0,3,7,NaN,NaN,0,NaN,NaN,0.58543
36,187,10,3,4,8,1,5,9,2,6,7,3,2,6,7,1,3,4,5,8,9,0,3,7,NaN,NaN,1,NaN,NaN,0.67241
36,188,10,2,5,8,3,4,9,1,6,7,2,3,4,9,1,2,5,6,7,8,1,3,7,NaN,NaN,0,NaN,NaN,0.92707
36,189,10,2,4,9,1,5,7,3,6,8,1,2,4,9,1,3,5,6,7,8,0,3,7,NaN,NaN,0,NaN,NaN,0.91719
36,190,10,2,5,8,1,4,9,3,6,7,3,3,6,7,1,2,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,1.2355
36,191,10,3,6,9,2,4,7,1,5,8,1,3,6,9,1,2,4,5,7,8,0,3,7,NaN,NaN,0,NaN,NaN,0.97907
36,192,10,3,6,7,1,5,9,2,4,8,3,2,4,8,1,3,5,6,7,9,0,3,7,NaN,NaN,0,NaN,NaN,0.97776
36,193,10,1,6,8,3,4,7,2,5,9,2,3,4,7,1,2,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.7917
36,194,10,3,6,7,1,5,9,2,4,8,1,3,6,7,1,2,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.81508
36,195,10,2,4,8,3,6,7,1,5,9,2,3,6,7,1,2,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.68473
36,196,10,1,5,7,3,6,8,2,4,9,1,1,5,7,2,3,4,6,8,9,0,3,7,NaN,NaN,1,NaN,NaN,1.2676
36,197,10,3,4,7,1,5,9,2,6,8,1,3,4,7,1,2,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.8745
36,198,10,2,6,7,1,5,9,3,4,8,3,3,4,8,1,2,5,6,7,9,0,3,7,NaN,NaN,0,NaN,NaN,1.1455
36,199,10,2,4,9,3,6,7,1,5,8,2,3,6,7,1,2,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,1.3992
36,200,10,2,6,9,3,5,8,1,4,7,2,3,5,8,1,2,4,6,7,9,0,3,7,NaN,NaN,0,NaN,NaN,0.93476
36,201,11,3,6,9,2,5,7,1,4,8,2,2,5,7,1,3,4,6,8,9,0,2,4,NaN,NaN,0,NaN,NaN,1.2337
36,202,11,3,4,8,1,5,7,2,6,9,1,3,4,8,1,2,5,6,7,9,1,2,4,NaN,NaN,1,NaN,NaN,0.74466
36,203,11,1,4,9,3,5,7,2,6,8,1,1,4,9,2,3,5,6,7,8,1,2,4,NaN,NaN,1,NaN,NaN,0.88819
36,204,11,3,6,7,2,4,9,1,5,8,2,2,4,9,1,3,5,6,7,8,1,2,4,NaN,NaN,1,NaN,NaN,0.66278
36,205,11,2,6,9,1,5,8,3,4,7,3,3,4,7,1,2,5,6,8,9,0,2,4,NaN,NaN,1,NaN,NaN,0.55705
36,206,11,2,6,7,1,5,8,3,4,9,3,3,4,9,1,2,5,6,7,8,1,2,4,NaN,NaN,1,NaN,NaN,0.65237
36,207,11,1,5,7,3,4,9,2,6,8,2,3,4,9,1,2,5,6,7,8,1,2,4,NaN,NaN,1,NaN,NaN,0.4183
36,208,11,2,5,7,3,4,8,1,6,9,2,3,4,8,1,2,5,6,7,9,0,2,4,NaN,NaN,1,NaN,NaN,0.60069
36,209,11,1,4,8,3,5,9,2,6,7,1,1,4,8,2,3,5,6,7,9,1,2,4,NaN,NaN,1,NaN,NaN,0.64012
36,210,11,2,4,8,3,6,7,1,5,9,1,2,4,8,1,3,5,6,7,9,1,2,4,NaN,NaN,1,NaN,NaN,0.73431
36,211,11,3,4,9,2,6,7,1,5,8,1,3,4,9,1,2,5,6,7,8,1,2,4,NaN,NaN,1,NaN,NaN,0.67649
36,212,11,3,4,9,2,6,7,1,5,8,1,3,4,9,1,2,5,6,7,8,1,2,4,NaN,NaN,1,NaN,NaN,0.66003
36,213,11,3,6,8,2,4,7,1,5,9,2,2,4,7,1,3,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.69032
36,214,11,1,6,9,2,4,8,3,5,7,2,2,4,8,1,3,5,6,7,9,0,2,4,NaN,NaN,1,NaN,NaN,0.58435
36,215,11,2,6,9,1,4,8,3,5,7,2,1,4,8,2,3,5,6,7,9,1,2,4,NaN,NaN,1,NaN,NaN,0.66327
36,216,11,3,5,8,1,4,9,2,6,7,1,3,5,8,1,2,4,6,7,9,0,2,4,NaN,NaN,0,NaN,NaN,0.79059
36,217,11,3,5,9,2,4,7,1,6,8,2,2,4,7,1,3,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.50881
36,218,11,3,5,9,2,4,8,1,6,7,2,2,4,8,1,3,5,6,7,9,0,2,4,NaN,NaN,1,NaN,NaN,0.46797
36,219,11,3,5,7,1,4,9,2,6,8,2,1,4,9,2,3,5,6,7,8,1,2,4,NaN,NaN,1,NaN,NaN,0.51345
36,220,11,3,6,9,2,4,7,1,5,8,2,2,4,7,1,3,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.5526
36,221,12,1,5,8,2,4,7,3,6,9,3,3,6,9,1,2,4,5,7,8,0,3,7,NaN,NaN,0,NaN,NaN,1.5423
36,222,12,3,5,9,2,6,8,1,4,7,1,3,5,9,1,2,4,6,7,8,0,3,7,NaN,NaN,0,NaN,NaN,1.1243
36,223,12,1,4,7,2,6,9,3,5,8,2,2,6,9,1,3,4,5,7,8,1,3,7,NaN,NaN,0,NaN,NaN,0.61998
36,224,12,2,4,7,1,6,8,3,5,9,1,2,4,7,1,3,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.85816
36,225,12,3,4,8,1,6,9,2,5,7,3,2,5,7,1,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.84136
36,226,12,3,5,9,1,4,8,2,6,7,3,2,6,7,1,3,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.51941
36,227,12,2,5,9,3,6,7,1,4,8,1,2,5,9,1,3,4,6,7,8,1,3,7,NaN,NaN,0,NaN,NaN,0.52644
36,228,12,2,6,7,3,5,8,1,4,9,1,2,6,7,1,3,4,5,8,9,0,3,7,NaN,NaN,1,NaN,NaN,0.62158
36,229,12,3,6,9,2,4,7,1,5,8,2,2,4,7,1,3,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.45929
36,230,12,2,6,7,1,4,9,3,5,8,1,2,6,7,1,3,4,5,8,9,0,3,7,NaN,NaN,1,NaN,NaN,0.59471
36,231,12,3,4,8,2,5,7,1,6,9,2,2,5,7,1,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.44081
36,232,12,2,6,9,1,5,8,3,4,7,1,2,6,9,1,3,4,5,7,8,0,3,7,NaN,NaN,0,NaN,NaN,0.78405
36,233,12,1,6,9,2,5,8,3,4,7,3,3,4,7,1,2,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.77441
36,234,12,1,4,9,2,5,7,3,6,8,2,2,5,7,1,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.60511
36,235,12,2,6,9,3,5,8,1,4,7,3,1,4,7,2,3,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.86784
36,236,12,1,6,7,3,5,9,2,4,8,1,1,6,7,2,3,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.65076
36,237,12,2,6,9,1,5,7,3,4,8,2,1,5,7,2,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.49728
36,238,12,2,6,7,3,4,9,1,5,8,1,2,6,7,1,3,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.63993
36,239,12,3,5,7,2,4,8,1,6,9,1,3,5,7,1,2,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.63806
36,240,12,3,5,9,2,6,7,1,4,8,2,2,6,7,1,3,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.58058
36,241,13,1,5,8,3,6,7,2,4,9,3,2,4,9,1,3,5,6,7,8,0,2,6,NaN,NaN,0,NaN,NaN,1.1324
36,242,13,3,5,9,2,6,8,1,4,7,2,2,6,8,1,3,4,5,7,9,1,2,6,NaN,NaN,1,NaN,NaN,1.0425
36,243,13,1,6,8,2,4,9,3,5,7,1,1,6,8,2,3,4,5,7,9,0,2,6,NaN,NaN,1,NaN,NaN,0.95402
36,244,13,2,5,8,3,6,7,1,4,9,1,2,5,8,1,3,4,6,7,9,0,2,6,NaN,NaN,0,NaN,NaN,0.5927
36,245,13,3,6,7,2,4,9,1,5,8,2,2,4,9,1,3,5,6,7,8,0,2,6,NaN,NaN,0,NaN,NaN,1.6154
36,246,13,2,4,9,1,6,8,3,5,7,2,1,6,8,2,3,4,5,7,9,1,2,6,NaN,NaN,1,NaN,NaN,0.526
36,247,13,2,6,7,1,5,9,3,4,8,2,1,5,9,2,3,4,6,7,8,0,2,6,NaN,NaN,0,NaN,NaN,0.44411
36,248,13,3,6,8,1,5,7,2,4,9,1,3,6,8,1,2,4,5,7,9,1,2,6,NaN,NaN,1,NaN,NaN,0.81122
36,249,13,3,5,7,2,6,9,1,4,8,3,1,4,8,2,3,5,6,7,9,0,2,6,NaN,NaN,0,NaN,NaN,0.73784
36,250,13,1,5,7,2,4,8,3,6,9,3,3,6,9,1,2,4,5,7,8,1,2,6,NaN,NaN,1,NaN,NaN,0.94414
36,251,13,1,4,8,2,5,9,3,6,7,3,3,6,7,1,2,4,5,8,9,1,2,6,NaN,NaN,1,NaN,NaN,0.5903
36,252,13,2,6,9,3,5,7,1,4,8,1,2,6,9,1,3,4,5,7,8,0,2,6,NaN,NaN,1,NaN,NaN,0.57358
36,253,13,1,6,8,2,4,7,3,5,9,1,1,6,8,2,3,4,5,7,9,1,2,6,NaN,NaN,1,NaN,NaN,0.65984
36,254,13,1,5,7,3,6,9,2,4,8,2,3,6,9,1,2,4,5,7,8,1,2,6,NaN,NaN,1,NaN,NaN,1.3154
36,255,13,3,5,7,1,6,8,2,4,9,2,1,6,8,2,3,4,5,7,9,1,2,6,NaN,NaN,1,NaN,NaN,0.59367
36,256,13,1,4,8,2,6,9,3,5,7,2,2,6,9,1,3,4,5,7,8,1,2,6,NaN,NaN,1,NaN,NaN,0.4959
36,257,13,1,5,9,3,6,7,2,4,8,2,3,6,7,1,2,4,5,8,9,1,2,6,NaN,NaN,1,NaN,NaN,0.9905
36,258,13,2,4,9,1,6,8,3,5,7,2,1,6,8,2,3,4,5,7,9,1,2,6,NaN,NaN,1,NaN,NaN,0.50987
36,259,13,1,5,7,2,6,8,3,4,9,2,2,6,8,1,3,4,5,7,9,0,2,6,NaN,NaN,1,NaN,NaN,0.45982
36,260,13,3,6,8,1,4,7,2,5,9,1,3,6,8,1,2,4,5,7,9,0,2,6,NaN,NaN,1,NaN,NaN,0.73105
36,261,14,3,5,8,2,4,9,1,6,7,2,2,4,9,1,3,5,6,7,8,1,1,1,NaN,NaN,0,NaN,NaN,1.0696
36,262,14,3,6,7,1,4,9,2,5,8,2,1,4,9,2,3,5,6,7,8,1,1,1,NaN,NaN,1,NaN,NaN,1.3573
36,263,14,1,4,8,2,5,7,3,6,9,1,1,4,8,2,3,5,6,7,9,1,1,1,NaN,NaN,1,NaN,NaN,0.97156
36,264,14,3,6,8,1,4,7,2,5,9,2,1,4,7,2,3,5,6,8,9,1,1,1,NaN,NaN,1,NaN,NaN,0.47412
36,265,14,3,4,7,1,5,9,2,6,8,1,3,4,7,1,2,5,6,8,9,0,1,1,NaN,NaN,0,NaN,NaN,0.76916
36,266,14,1,6,8,2,4,9,3,5,7,2,2,4,9,1,3,5,6,7,8,1,1,1,NaN,NaN,0,NaN,NaN,0.42398
36,267,14,2,4,9,1,6,7,3,5,8,1,2,4,9,1,3,5,6,7,8,0,1,1,NaN,NaN,0,NaN,NaN,0.73373
36,268,14,2,5,9,3,4,7,1,6,8,2,3,4,7,1,2,5,6,8,9,0,1,1,NaN,NaN,0,NaN,NaN,0.5644
36,269,14,3,6,7,1,5,8,2,4,9,3,2,4,9,1,3,5,6,7,8,0,1,1,NaN,NaN,0,NaN,NaN,1.9073
36,270,14,2,6,8,1,5,7,3,4,9,2,1,5,7,2,3,4,6,8,9,1,1,1,NaN,NaN,1,NaN,NaN,1.0817
36,271,14,2,6,7,1,5,9,3,4,8,2,1,5,9,2,3,4,6,7,8,1,1,1,NaN,NaN,1,NaN,NaN,0.70525
36,272,14,1,6,9,3,4,8,2,5,7,1,1,6,9,2,3,4,5,7,8,1,1,1,NaN,NaN,1,NaN,NaN,1.2557
36,273,14,3,6,9,1,5,8,2,4,7,2,1,5,8,2,3,4,6,7,9,1,1,1,NaN,NaN,1,NaN,NaN,0.89378
36,274,14,1,4,8,3,6,9,2,5,7,1,1,4,8,2,3,5,6,7,9,1,1,1,NaN,NaN,1,NaN,NaN,0.78121
36,275,14,3,5,7,2,6,9,1,4,8,2,2,6,9,1,3,4,5,7,8,0,1,1,NaN,NaN,0,NaN,NaN,0.43478
36,276,14,3,4,8,1,6,9,2,5,7,2,1,6,9,2,3,4,5,7,8,1,1,1,NaN,NaN,1,NaN,NaN,0.68124
36,277,14,3,5,7,2,4,9,1,6,8,3,1,6,8,2,3,4,5,7,9,1,1,1,NaN,NaN,1,NaN,NaN,0.58499
36,278,14,1,4,7,3,5,8,2,6,9,1,1,4,7,2,3,5,6,8,9,0,1,1,NaN,NaN,1,NaN,NaN,0.61491
36,279,14,1,4,8,2,5,9,3,6,7,1,1,4,8,2,3,5,6,7,9,1,1,1,NaN,NaN,1,NaN,NaN,0.70917
36,280,14,2,5,9,3,4,8,1,6,7,3,1,6,7,2,3,4,5,8,9,1,1,1,NaN,NaN,1,NaN,NaN,0.79706
36,281,15,2,5,8,3,4,7,1,6,9,1,2,5,8,1,3,4,6,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.8917
36,282,15,2,5,8,1,4,7,3,6,9,2,1,4,7,2,3,5,6,8,9,0,3,8,NaN,NaN,0,NaN,NaN,0.55486
36,283,15,1,5,9,2,6,8,3,4,7,2,2,6,8,1,3,4,5,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.6893
36,284,15,2,6,9,3,5,7,1,4,8,3,1,4,8,2,3,5,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,1.1364
36,285,15,2,5,9,1,4,8,3,6,7,2,1,4,8,2,3,5,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.91886
36,286,15,2,4,8,3,5,9,1,6,7,3,1,6,7,2,3,4,5,8,9,1,3,8,NaN,NaN,0,NaN,NaN,1.1338
36,287,15,2,6,7,1,4,8,3,5,9,2,1,4,8,2,3,5,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.53221
36,288,15,3,6,8,2,4,9,1,5,7,3,1,5,7,2,3,4,6,8,9,0,3,8,NaN,NaN,0,NaN,NaN,0.69015
36,289,15,2,4,8,3,6,9,1,5,7,1,2,4,8,1,3,5,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.72148
36,290,15,2,5,8,3,6,9,1,4,7,2,3,6,9,1,2,4,5,7,8,0,3,8,NaN,NaN,0,NaN,NaN,0.45603
36,291,15,3,4,8,2,5,9,1,6,7,1,3,4,8,1,2,5,6,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.43014
36,292,15,2,4,8,3,5,7,1,6,9,3,1,6,9,2,3,4,5,7,8,0,3,8,NaN,NaN,0,NaN,NaN,0.56556
36,293,15,3,4,7,1,5,8,2,6,9,2,1,5,8,2,3,4,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.55615
36,294,15,3,4,9,1,5,7,2,6,8,3,2,6,8,1,3,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.87407
36,295,15,2,4,9,3,6,8,1,5,7,2,3,6,8,1,2,4,5,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.60045
36,296,15,3,4,7,2,5,8,1,6,9,2,2,5,8,1,3,4,6,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.48018
36,297,15,1,4,9,3,5,7,2,6,8,3,2,6,8,1,3,4,5,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.79889
36,298,15,2,5,9,1,4,8,3,6,7,2,1,4,8,2,3,5,6,7,9,1,3,8,NaN,NaN,1,NaN,NaN,0.63668
36,299,15,3,4,8,2,5,7,1,6,9,1,3,4,8,1,2,5,6,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.66002
36,300,15,1,6,8,2,4,7,3,5,9,1,1,6,8,2,3,4,5,7,9,0,3,8,NaN,NaN,1,NaN,NaN,0.72291
