Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedFeat,RT,WithinGameTrial,PoL,Adult,Age,AgeGroup,Block,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,TotalLookingTime,Entropy
34,228,12,2,6,7,3,5,9,1,4,8,3.0,1.0,4.0,8.0,2.0,3.0,5.0,6.0,7.0,9.0,0.0,3,7,0.0,0.0,0.0,False,0.65411,8,19.0,True,23.16,Adult,6,0.0,0.0,0.0138888888888888,0.0,0.3166666666666669,0.0,0.0,0.0,0.3388888888888888,0.3305555555555554,1.4400000000000004,0.0
34,229,12,2,6,9,3,4,8,1,5,7,2.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,0.0,3,7,0.0,0.0,0.0,False,0.54103,9,19.0,True,23.16,Adult,6,0.0,0.0,0.0319634703196346,0.4566210045662097,0.0,0.0,0.0,0.4520547945205481,0.0,0.0593607305936072,0.8760000000000003,0.7526868812359664
34,230,12,3,6,8,1,4,7,2,5,9,2.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,0.0,0.0,1.0,False,0.62799,10,19.0,True,23.16,Adult,6,0.2909090909090907,0.0,0.0,0.4363636363636363,0.0,0.0,0.2484848484848486,0.0,0.0,0.0242424242424242,1.3200000000000005,0.9712702563231497
34,231,12,1,6,7,3,4,9,2,5,8,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,3,7,0.0,0.0,0.0,False,0.62623,11,19.0,True,23.16,Adult,6,0.0,0.0,0.253846153846154,0.3615384615384614,0.0,0.0,0.0,0.0,0.3230769230769229,0.0615384615384615,1.04,0.9838663223546192
34,232,12,2,5,8,1,4,9,3,6,7,2.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,3,7,0.0,0.0,0.0,False,0.72868,12,19.0,True,23.16,Adult,6,0.1949541284403669,0.1077981651376147,0.0,0.1009174311926606,0.2064220183486238,0.0,0.0,0.1100917431192659,0.1490825688073395,0.1307339449541285,1.7439999999999996,0.7590846542464488
34,233,12,1,4,9,3,6,7,2,5,8,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,3,7,0.0,0.0,0.0,False,0.69587,13,19.0,True,23.16,Adult,6,0.0589569160997732,0.0272108843537414,0.0929705215419499,0.2312925170068026,0.0090702947845804,0.0,0.0045351473922902,0.0136054421768707,0.2630385487528346,0.2993197278911566,1.7640000000000002,0.7799011233363677
34,234,12,1,4,9,2,5,8,3,6,7,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,3,7,0.0,0.0,0.0,False,0.51863,14,19.0,True,23.16,Adult,6,0.2058212058212059,0.401247401247401,0.0,0.2099792099792099,0.0,0.0,0.0,0.0415800415800415,0.0,0.1413721413721414,1.9240000000000004,0.5944551294770901
34,235,12,2,4,8,1,6,7,3,5,9,1.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,0.0,3,7,0.0,0.0,0.0,False,0.70068,15,19.0,True,23.16,Adult,6,0.0,0.0,0.9329268292682934,0.0,0.006097560975609,0.0,0.0,0.0,0.0,0.0609756097560976,0.655999999999999,0.0
34,236,12,2,4,9,3,6,7,1,5,8,3.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,0.0,3,7,0.0,0.0,0.0,False,1.0753,16,19.0,True,23.16,Adult,6,0.0,0.0,0.0022522522522522,0.0,0.0,0.0022522522522522,0.7657657657657658,0.0,0.2207207207207207,0.009009009009009,1.7759999999999998,0.0
34,237,12,3,4,7,2,5,9,1,6,8,2.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,0.0,3,7,0.0,0.0,0.0,False,1.0739,17,19.0,True,23.16,Adult,6,0.0,0.0555555555555555,0.0217391304347823,0.3381642512077296,0.0,0.0,0.1304347826086955,0.0,0.0,0.454106280193237,1.6559999999999993,0.14616276408730308
34,238,12,1,4,9,3,6,8,2,5,7,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,3,7,0.0,0.0,0.0,False,0.62471,18,19.0,True,23.16,Adult,6,0.1859410430839004,0.0,0.4036281179138321,0.0,0.2970521541950111,0.0113378684807256,0.0,0.0770975056689343,0.0,0.0249433106575963,1.7639999999999998,0.28473501101128673
34,239,12,2,5,8,3,6,9,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,0.0,0.0,1.0,False,1.0319,19,19.0,True,23.16,Adult,6,0.158762886597938,0.0,0.2268041237113401,0.2783505154639175,0.0,0.0144329896907216,0.1298969072164949,0.0,0.1855670103092783,0.0061855670103092,1.94,0.8312986727808722
34,240,12,2,5,8,3,6,9,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,0.0,0.0,1.0,False,0.77355,20,19.0,True,23.16,Adult,6,0.4234693877551018,0.3392857142857143,0.1989795918367348,0.0,0.0,0.0,0.0,0.0,0.0,0.0382653061224489,1.568,0.3312144422812794
34,241,13,1,5,8,3,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,2,5,0.0,0.0,0.0,True,1.4801,1,11.0,True,23.16,Adult,7,0.0,0.2794520547945201,0.1287671232876713,0.0,0.0,0.2328767123287673,0.0054794520547945,0.0,0.0821917808219175,0.271232876712329,1.4599999999999995,0.8201360683514558
34,242,13,3,4,9,1,5,7,2,6,8,2.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.77448,2,11.0,True,23.16,Adult,7,0.1510791366906475,0.0,0.0,0.0,0.2230215827338131,0.0,0.6043165467625896,0.0,0.0,0.0215827338129496,1.112,0.8415539449979095
34,243,13,2,5,9,3,4,7,1,6,8,1.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,1.0,2,5,0.0,0.0,1.0,True,1.2618,3,11.0,True,23.16,Adult,7,0.0,0.4426877470355728,0.2173913043478262,0.0,0.0039525691699604,0.0,0.0,0.0,0.2648221343873518,0.0711462450592885,1.0120000000000005,0.6685539063030634
34,244,13,3,6,8,2,4,9,1,5,7,3.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.41993,4,11.0,True,23.16,Adult,7,0.196911196911197,0.0,0.0,0.0,0.0038610038610038,0.0,0.2586872586872585,0.0,0.0077220077220077,0.5328185328185329,1.0359999999999996,0.6291722074736158
34,245,13,3,4,7,2,6,9,1,5,8,3.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,1.0,True,1.0748,5,11.0,True,23.16,Adult,7,0.2945454545454548,0.0218181818181818,0.0,0.0,0.2836363636363637,0.0181818181818181,0.0,0.0,0.196363636363636,0.1854545454545455,1.1,0.6530318841282446
34,246,13,1,5,9,2,6,7,3,4,8,1.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,1.0,2,5,0.0,0.0,1.0,True,0.65656,6,11.0,True,23.16,Adult,7,0.0167597765363121,0.3240223463687153,0.0893854748603352,0.0335195530726257,0.0,0.0223463687150838,0.0335195530726257,0.0167597765363128,0.0167597765363128,0.4469273743016764,0.7159999999999997,0.12475180036168007
34,247,13,2,6,8,3,5,9,1,4,7,2.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,2,5,0.0,0.0,1.0,True,1.0882,7,11.0,True,23.16,Adult,7,0.0,0.0,0.8047337278106507,0.0,0.1420118343195267,0.0,0.0,0.0,0.0,0.0532544378698224,1.352,0.4114358755436992
34,248,13,1,5,9,2,4,7,3,6,8,1.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,1.0,2,5,0.0,0.0,1.0,True,0.44681,8,11.0,True,23.16,Adult,7,0.1640378548895895,0.0,0.0,0.0031545741324921,0.028391167192429,0.0,0.4353312302839117,0.0,0.0252365930599369,0.3438485804416405,1.268,0.44647376345291034
34,249,13,3,5,7,2,6,8,1,4,9,1.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,True,1.0531,9,11.0,True,23.16,Adult,7,0.0,0.1709677419354836,0.0838709677419354,0.0,0.0225806451612903,0.0,0.0,0.4612903225806452,0.0225806451612903,0.2387096774193549,1.24,0.2671258645088731
34,250,13,2,4,8,1,6,9,3,5,7,2.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,5,0.0,0.0,0.0,True,0.93214,10,11.0,True,23.16,Adult,7,0.6168831168831169,0.0,0.0064935064935064,0.0,0.0,0.2370129870129868,0.0032467532467532,0.0,0.0,0.1363636363636364,1.2320000000000002,0.5818383012921092
34,251,13,2,5,7,1,6,8,3,4,9,1.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,2,5,0.0,0.0,1.0,True,0.61059,11,11.0,True,23.16,Adult,7,0.6250000000000001,0.0031249999999999,0.0,0.0,0.190625,0.0,0.0,0.0,0.0,0.1812499999999997,1.2800000000000002,0.30399884110335096
34,252,13,1,4,9,2,5,7,3,6,8,2.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,2,5,0.0,0.0,1.0,True,0.44176,12,11.0,True,23.16,Adult,7,0.0,0.0,0.0,0.0,0.6405228758169934,0.0,0.0,0.0,0.0,0.3594771241830065,1.2239999999999998,0.2597222077404566
34,253,13,3,4,8,1,6,9,2,5,7,3.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.39178,13,11.0,True,23.16,Adult,7,0.0054054054054054,0.2945945945945945,0.0,0.0,0.1243243243243244,0.3108108108108108,0.0,0.0,0.0,0.2648648648648648,1.4799999999999995,0.5636559051513441
34,254,13,2,5,9,1,4,8,3,6,7,1.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,1.0,2,5,0.0,0.0,1.0,True,0.4552,14,11.0,True,23.16,Adult,7,0.1329923273657287,0.0,0.0,0.2097186700767264,0.0946291560102302,0.0,0.0,0.0,0.0,0.5626598465473146,1.5639999999999996,0.20308861158657
34,255,13,1,6,7,2,5,9,3,4,8,2.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,0.0,2,5,0.0,0.0,1.0,True,0.42051,15,11.0,True,23.16,Adult,7,0.0,0.9523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190475,0.2520000000000002,0.04229592504817159
34,256,13,1,6,8,2,5,9,3,4,7,2.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,1.0,2,5,0.0,0.0,1.0,True,0.45967,16,11.0,True,23.16,Adult,7,0.0,0.3482142857142855,0.0,0.0,0.0029761904761904,0.0,0.0,0.0,0.6279761904761906,0.0208333333333333,1.3440000000000003,0.6160725429068997
34,257,13,1,4,7,2,5,8,3,6,9,2.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.42674,17,11.0,True,23.16,Adult,7,0.0,0.7597765363128491,0.0,0.0,0.1564245810055866,0.0,0.0,0.0642458100558659,0.0,0.0195530726256983,1.4320000000000002,0.6146729926182223
34,258,13,3,5,8,1,6,7,2,4,9,1.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.54528,18,11.0,True,23.16,Adult,7,0.6985294117647057,0.0,0.2132352941176472,0.0,0.0,0.0269607843137257,0.0,0.0,0.0,0.0612745098039213,1.6320000000000003,0.29994666559722055
34,259,13,3,5,8,1,6,9,2,4,7,1.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.47192,19,11.0,True,23.16,Adult,7,0.0225563909774436,0.0,0.3270676691729323,0.0,0.0338345864661654,0.0112781954887218,0.0,0.0,0.3458646616541354,0.2593984962406013,1.0639999999999994,0.4370059147232361
34,260,13,3,4,8,1,5,7,2,6,9,2.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.78284,20,11.0,True,23.16,Adult,7,0.6676737160120846,0.0,0.0,0.0,0.2114803625377645,0.0,0.1087613293051356,0.0,0.0,0.0120845921450151,1.3239999999999998,0.7642088132165373
34,261,14,3,4,9,1,5,8,2,6,7,1.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,0.0,2,5,0.0,0.0,0.0,False,1.0735,1,,True,23.16,Adult,7,0.5264797507788164,0.0,0.0,0.0,0.1433021806853582,0.0,0.0,0.2554517133956383,0.0,0.0747663551401868,1.2840000000000007,0.0
34,262,14,1,5,7,2,4,8,3,6,9,2.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,0.0,False,0.43935,2,,True,23.16,Adult,7,0.0,0.3057644110275686,0.0,0.0,0.0,0.0,0.0,0.4110275689223061,0.0,0.2832080200501253,1.596,0.6624312820805993
34,263,14,1,4,9,2,5,8,3,6,7,2.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,1.0,False,0.83894,3,,True,23.16,Adult,7,0.0,0.1217183770883056,0.4057279236276849,0.0,0.0071599045346062,0.0023866348448687,0.035799522673031,0.3747016706443913,0.0,0.0525059665871121,1.6759999999999993,0.6003260767095324
34,264,14,3,6,7,1,5,8,2,4,9,3.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,0.0,2,5,0.0,0.0,0.0,False,0.78107,4,,True,23.16,Adult,7,0.019559902200489,0.2151589242053789,0.2078239608801958,0.0,0.0073349633251833,0.0,0.0,0.1100244498777507,0.0122249388753056,0.4278728606356967,1.6359999999999997,0.3499028139422421
34,265,14,2,5,9,3,4,7,1,6,8,1.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,0.0,2,5,0.0,0.0,1.0,False,0.45917,5,,True,23.16,Adult,7,0.0,0.2442528735632181,0.0,0.0,0.1867816091954023,0.0,0.0,0.0,0.5201149425287359,0.0488505747126436,1.3920000000000006,0.9081219495066015
34,266,14,2,5,8,3,6,9,1,4,7,1.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,1.0,False,0.50645,6,,True,23.16,Adult,7,0.0373563218390804,0.0,0.0,0.0172413793103448,0.0,0.0,0.9281609195402298,0.0,0.0,0.0172413793103448,1.3920000000000008,0.0
34,267,14,2,6,9,3,5,7,1,4,8,3.0,1.0,4.0,8.0,2.0,3.0,5.0,6.0,7.0,9.0,0.0,2,5,0.0,0.0,0.0,False,0.55344,7,,True,23.16,Adult,7,0.0,0.0,0.0,0.0,0.0,0.0,0.830188679245283,0.0,0.0,0.169811320754717,1.4840000000000009,0.0
34,268,14,1,6,7,3,4,8,2,5,9,2.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,0.0,2,5,0.0,0.0,0.0,False,0.48813,8,,True,23.16,Adult,7,0.0,0.0,0.6837606837606838,0.0,0.0,0.0,0.0,0.2905982905982905,0.0,0.0256410256410256,1.404,0.5634881829969317
34,269,14,3,6,9,2,5,7,1,4,8,2.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,False,0.63788,9,,True,23.16,Adult,7,0.0,0.7078651685393259,0.0179775280898876,0.0,0.0134831460674157,0.0,0.0,0.0,0.0,0.2606741573033707,1.7799999999999996,0.27546683552568485
34,270,14,1,4,9,2,5,8,3,6,7,2.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,1.0,False,0.49297,10,,True,23.16,Adult,7,0.0,0.6647727272727274,0.0,0.0,0.0227272727272727,0.0,0.0,0.1562499999999998,0.0,0.15625,1.4079999999999993,0.5893655749657389
34,271,14,3,4,8,2,6,7,1,5,9,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,5,0.0,0.0,0.0,False,0.45966,11,,True,23.16,Adult,7,0.0272727272727272,0.0,0.0,0.0,0.0181818181818181,0.0,0.5545454545454546,0.0,0.1863636363636364,0.2136363636363636,0.8799999999999999,0.29761509935385166
34,272,14,1,6,7,2,4,9,3,5,8,2.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,0.0,2,5,0.0,0.0,0.0,False,0.4908,12,,True,23.16,Adult,7,0.3178082191780824,0.0,0.0,0.0,0.0,0.0082191780821917,0.487671232876712,0.0,0.1671232876712329,0.0191780821917808,1.4600000000000004,0.27215013918476866
34,273,14,2,4,8,3,6,7,1,5,9,1.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,0.0,False,0.56169,13,,True,23.16,Adult,7,0.0,0.7333333333333334,0.0,0.0111111111111111,0.0,0.0,0.0,0.2472222222222221,0.0,0.0083333333333333,1.44,0.5670152244678875
34,274,14,2,6,8,3,4,9,1,5,7,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,0.0,2,5,0.0,0.0,0.0,False,0.60792,14,,True,23.16,Adult,7,0.2306122448979591,0.1591836734693876,0.2265306122448981,0.0,0.0,0.0,0.0,0.2959183673469385,0.0632653061224491,0.0244897959183673,1.96,0.5942612355814898
34,275,14,3,5,8,2,4,9,1,6,7,2.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,0.0,2,5,0.0,0.0,0.0,False,0.48638,15,,True,23.16,Adult,7,0.0,0.3316831683168316,0.0,0.0,0.0,0.0,0.0,0.0,0.3910891089108914,0.277227722772277,1.6160000000000003,0.6673869412310939
34,276,14,2,4,9,1,6,8,3,5,7,2.0,1.0,6.0,8.0,2.0,3.0,4.0,5.0,7.0,9.0,0.0,2,5,0.0,0.0,0.0,False,0.45327,16,,True,23.16,Adult,7,0.0157894736842105,0.4157894736842102,0.0,0.0026315789473684,0.0,0.0052631578947368,0.0,0.1736842105263158,0.2157894736842106,0.1710526315789474,1.5200000000000005,0.36150536192403426
34,277,14,2,5,7,1,6,8,3,4,9,1.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,False,0.98738,17,,True,23.16,Adult,7,0.0555555555555551,0.0,0.0,0.0,0.0,0.0347222222222222,0.0,0.8784722222222224,0.0,0.03125,1.1519999999999997,0.0
34,278,14,3,4,8,2,6,9,1,5,7,2.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,2,5,0.0,0.0,0.0,False,0.45098,18,,True,23.16,Adult,7,0.6970509383378017,0.1045576407506702,0.0,0.0,0.0134048257372654,0.0,0.168900804289544,0.0,0.0,0.0160857908847184,1.4920000000000004,0.21490102472848413
34,279,14,3,6,7,1,4,9,2,5,8,3.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,0.0,2,5,0.0,0.0,1.0,False,0.74518,19,,True,23.16,Adult,7,0.1172566371681416,0.0,0.0,0.3141592920353982,0.0,0.0,0.0,0.0,0.3805309734513274,0.1880530973451326,1.8080000000000005,0.0
34,280,14,3,5,8,1,4,7,2,6,9,2.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,2,5,0.0,0.0,0.0,False,0.65571,20,,True,23.16,Adult,7,0.6652806652806652,0.0,0.0,0.054054054054054,0.0,0.0,0.0,0.0,0.0,0.2806652806652807,1.924,0.3903560863098195
34,281,15,2,6,9,1,4,7,3,5,8,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,2,5,0.0,0.0,0.0,True,0.96369,1,10.0,True,23.16,Adult,8,0.3063063063063064,0.3753753753753754,0.0,0.012012012012012,0.0,0.003003003003003,0.0810810810810811,0.0,0.213213213213213,0.009009009009009,1.3320000000000003,0.6506012286205114
34,282,15,2,5,7,3,4,8,1,6,9,2.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,0.0,2,5,0.0,0.0,0.0,True,0.48316,2,10.0,True,23.16,Adult,8,0.0,0.0,0.1349480968858132,0.0519031141868512,0.0,0.0,0.0,0.4948096885813144,0.0103806228373702,0.3079584775086507,1.156,0.7026782835471351
34,283,15,3,5,9,2,6,8,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,2,5,0.0,0.0,0.0,True,0.82545,3,10.0,True,23.16,Adult,8,0.0807017543859648,0.0,0.0,0.0491228070175438,0.0,0.0,0.252631578947368,0.5754385964912281,0.0,0.042105263157895,1.140000000000001,0.6360119035502017
34,284,15,2,4,7,1,6,9,3,5,8,1.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,0.0,2,5,0.0,0.0,0.0,True,0.70487,4,10.0,True,23.16,Adult,8,0.0208333333333333,0.0083333333333333,0.0,0.0,0.0,0.0125,0.316666666666667,0.0083333333333333,0.1541666666666667,0.4791666666666663,0.9599999999999996,0.36776625990651685
34,285,15,2,4,9,1,5,7,3,6,8,3.0,3.0,6.0,8.0,1.0,2.0,4.0,5.0,7.0,9.0,0.0,2,5,0.0,0.0,0.0,True,0.59946,5,10.0,True,23.16,Adult,8,0.541899441340782,0.0,0.0195530726256983,0.0,0.0,0.0111731843575419,0.0027932960893854,0.4078212290502794,0.0,0.0167597765363128,1.432,0.4486883501134291
34,286,15,2,5,7,1,6,8,3,4,9,2.0,1.0,6.0,8.0,2.0,3.0,4.0,5.0,7.0,9.0,0.0,2,5,0.0,0.0,0.0,True,0.48542,6,10.0,True,23.16,Adult,8,0.0197183098591549,0.0,0.0,0.0,0.0,0.0112676056338028,0.0,0.0591549295774647,0.2225352112676055,0.687323943661972,1.4200000000000002,0.2687289001865631
34,287,15,1,6,9,3,4,8,2,5,7,3.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.61269,7,10.0,True,23.16,Adult,8,0.0,0.3966480446927377,0.1675977653631282,0.0,0.2011173184357539,0.0,0.2122905027932962,0.0,0.0,0.0223463687150837,1.4320000000000002,0.9269475306957622
34,288,15,2,6,8,3,5,9,1,4,7,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,0.0,2,5,0.0,0.0,0.0,True,0.60273,8,10.0,True,23.16,Adult,8,0.0,0.1684782608695653,0.0135869565217391,0.0,0.0054347826086956,0.0326086956521739,0.0,0.0217391304347826,0.2228260869565218,0.5353260869565217,1.4720000000000004,0.4504844597963724
34,289,15,2,6,8,3,5,9,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,2,5,0.0,0.0,0.0,True,0.59387,9,10.0,True,23.16,Adult,8,0.5902439024390245,0.0,0.170731707317073,0.0,0.0,0.0,0.0,0.0,0.2073170731707318,0.0317073170731704,1.6399999999999997,0.2832555753336701
34,290,15,1,4,8,3,6,7,2,5,9,3.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,1.0,2,5,0.0,0.0,1.0,True,0.57593,10,10.0,True,23.16,Adult,8,0.0,0.0201612903225806,0.032258064516129,0.0,0.2096774193548388,0.0201612903225806,0.4193548387096774,0.0,0.2782258064516127,0.0201612903225806,0.992,0.6937887806168129
34,291,15,3,5,8,2,6,7,1,4,9,1.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,0.0,2,5,0.0,0.0,1.0,True,1.255,11,10.0,True,23.16,Adult,8,0.0,0.016867469879518,0.2313253012048192,0.0,0.0,0.0096385542168674,0.4771084337349399,0.0072289156626506,0.0,0.2578313253012047,1.66,0.34068457957144843
34,292,15,3,5,9,2,6,8,1,4,7,1.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,0.0,2,5,0.0,0.0,1.0,True,0.421,12,10.0,True,23.16,Adult,8,0.0,0.0,0.1932367149758455,0.0,0.0,0.0,0.0,0.3429951690821256,0.3454106280193237,0.1183574879227051,1.656,0.6233582045170865
34,293,15,1,4,8,2,6,7,3,5,9,3.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,2,5,0.0,0.0,1.0,True,1.1246,13,10.0,True,23.16,Adult,8,0.0,0.0258620689655172,0.4540229885057474,0.0,0.0,0.0114942528735632,0.1810344827586205,0.0,0.1982758620689653,0.1293103448275862,1.3920000000000003,0.6183521831262772
34,294,15,2,5,8,1,4,9,3,6,7,1.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.44332,14,10.0,True,23.16,Adult,8,0.7303370786516852,0.1797752808988765,0.0,0.0,0.0,0.0,0.0,0.048689138576779,0.0,0.0411985018726591,1.068,0.41475605365757534
34,295,15,1,6,7,2,5,8,3,4,9,2.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,0.0,2,5,0.0,0.0,1.0,True,0.64199,15,10.0,True,23.16,Adult,8,0.0,0.6444444444444445,0.0,0.0,0.019047619047619,0.0,0.0,0.3142857142857141,0.0,0.0222222222222222,1.2600000000000002,0.6575225375155807
34,296,15,2,4,7,3,5,9,1,6,8,2.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,2,5,0.0,0.0,1.0,True,0.51189,16,10.0,True,23.16,Adult,8,0.0165745856353591,0.0,0.5497237569060773,0.0,0.0386740331491712,0.0138121546961326,0.0,0.0911602209944751,0.2099447513812153,0.080110497237569,1.4479999999999995,0.7121867119177248
34,297,15,1,6,8,3,5,7,2,4,9,2.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.8072,17,10.0,True,23.16,Adult,8,0.0,0.0,0.3560371517027862,0.0,0.436532507739938,0.0,0.0,0.0,0.0,0.2074303405572757,1.2920000000000005,0.664042498490877
34,298,15,1,4,9,2,6,7,3,5,8,3.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.93394,18,10.0,True,23.16,Adult,8,0.0,0.2576923076923075,0.1269230769230765,0.0,0.0730769230769231,0.1653846153846158,0.0769230769230769,0.0961538461538461,0.0,0.2038461538461539,1.0399999999999998,0.6174625292609834
34,299,15,1,6,8,3,5,7,2,4,9,2.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.41216,19,10.0,True,23.16,Adult,8,0.0,0.0372670807453416,0.4161490683229814,0.0,0.3012422360248446,0.0,0.0,0.0,0.0093167701863354,0.236024844720497,1.2879999999999998,0.6610934893927033
34,300,15,3,5,7,1,4,8,2,6,9,1.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,1.0,2,5,0.0,0.0,1.0,True,0.52286,20,10.0,True,23.16,Adult,8,0.2928348909657324,0.0,0.0,0.0,0.0249221183800623,0.0,0.0,0.2554517133956386,0.0,0.4267912772585668,1.2839999999999994,0.08375334189970887
