,Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedFeat,PoL,RT,WithinGameTrial,Adult,Age,Block,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10
798,26,399,20,3,5,8,2,4,9,1,6,7,1.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.56699,19,True,23.32,10,0.0,0.0,0.050458715596330236,0.4518348623853211,0.16169724770642202,0.0,0.0,0.23853211009174308,0.0,0.09747706422018355
799,26,400,20,1,6,7,3,5,8,2,4,9,2.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.44619,20,True,23.32,10,0.0,0.0,0.05837004405286341,0.17951541850220254,0.48568281938325997,0.11563876651982373,0.0,0.0,0.0,0.16079295154185025
800,27,1,1,1,4,8,3,5,9,2,6,7,2.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,3,7,,,0.0,True,,0.90307,1,False,14.58,1,0.0,0.0,0.3488372093023254,0.0,0.007399577167019028,0.0,0.0,0.0,0.5813953488372094,0.06236786469344609
801,27,2,1,1,4,9,2,6,7,3,5,8,,,,,,,,,,,,3,7,,,,True,,,2,False,14.58,1,0.0,0.0,0.29425028184892904,0.0,0.12063134160090193,0.043968432919954906,0.3641488162344984,0.0766629086809469,0.0,0.10033821871476886
802,27,3,1,3,6,9,2,5,8,1,4,7,1.0,3.0,6.0,9.0,1.0,2.0,4.0,5.0,7.0,8.0,0.0,3,7,,,0.0,True,,1.2261,3,False,14.58,1,0.0,0.0021052631578947372,0.13157894736842105,0.024210526315789477,0.0,0.0042105263157894745,0.04947368421052619,0.11684210526315786,0.5400000000000001,0.1315789473684212
803,27,4,1,1,5,9,3,4,8,2,6,7,1.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,0.0,3,7,,,0.0,True,,0.99431,4,False,14.58,1,0.1729074889867841,0.0011013215859030842,0.025330396475770935,0.0,0.011013215859030843,0.0,0.0022026431718061685,0.16409691629955944,0.4151982378854626,0.20814977973568288
804,27,5,1,3,5,8,1,4,9,2,6,7,1.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,0.0,3,7,,,0.0,True,,0.83283,5,False,14.58,1,0.10785340314136116,0.0,0.5486910994764399,0.0,0.08062827225130886,0.0,0.0,0.035602094240837726,0.16439790575916235,0.06282722513089006
805,27,6,1,2,4,8,1,6,7,3,5,9,3.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,3,7,,,0.0,True,,1.6076,6,False,14.58,1,0.0,0.0,0.38520130576713824,0.0,0.01088139281828074,0.0,0.22089227421109894,0.0,0.25244831338411333,0.13057671381936875
806,27,7,1,1,5,9,3,4,7,2,6,8,1.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,0.0,3,7,,,0.0,True,,1.9336,7,False,14.58,1,0.19300106044538703,0.03181336161187702,0.2576882290562037,0.0,0.22799575821845175,0.0,0.1314952279957582,0.06680805938494169,0.0625662778366914,0.028632025450689238
807,27,8,1,3,6,8,1,4,7,2,5,9,3.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,0.0,3,7,,,0.0,True,,1.1249,8,False,14.58,1,0.2136125654450262,0.0795811518324607,0.047120418848167575,0.0,0.005235602094240839,0.0,0.04712041884816755,0.0,0.4513089005235602,0.15602094240837708
808,27,9,1,1,6,8,3,4,9,2,5,7,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,0.0,3,7,,,0.0,True,,0.73093,9,False,14.58,1,0.04431017119838871,0.0,0.5397784491440081,0.0,0.0,0.0,0.0,0.05438066465256789,0.3061430010070494,0.05538771399798589
809,27,10,1,2,4,9,1,5,8,3,6,7,3.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,1.6746,10,False,14.58,1,0.0,0.0,0.11508379888268168,0.004469273743016761,0.0,0.36648044692737436,0.021229050279329614,0.2636871508379889,0.11955307262569838,0.10949720670391042
810,27,11,1,2,4,7,1,6,9,3,5,8,1.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,0.0,3,7,,,1.0,True,,0.68017,11,False,14.58,1,0.0,0.0,0.0,0.04564755838641192,0.0,0.00743099787685775,0.7388535031847134,0.0,0.11783439490445857,0.09023354564755828
811,27,12,1,3,5,9,2,6,7,1,4,8,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,3,7,,,1.0,True,,0.52036,12,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.6111696522655428,0.23603793466807155,0.0,0.08746048472075876,0.06533192834562697
812,27,13,1,2,5,7,3,6,8,1,4,9,2.0,3.0,6.0,8.0,1.0,2.0,4.0,5.0,7.0,9.0,0.0,3,7,,,0.0,True,,0.63813,13,False,14.58,1,0.0,0.0,0.28941684665226775,0.0,0.043196544276457895,0.2645788336933046,0.05615550755939527,0.23758099352051845,0.05939524838012952,0.04967602591792658
813,27,14,1,1,6,9,3,4,8,2,5,7,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,3,7,,,0.0,True,,0.71724,14,False,14.58,1,0.1515789473684211,0.04000000000000003,0.058947368421052554,0.04,0.0,0.19789473684210526,0.06105263157894737,0.0884210526315789,0.35578947368421054,0.006315789473684211
814,27,15,1,1,4,8,2,6,7,3,5,9,3.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,0.0,3,7,,,0.0,True,,1.1156,15,False,14.58,1,0.0,0.06976744186046513,0.3435517970401691,0.0,0.07293868921775896,0.0,0.20295983086680758,0.0,0.3044397463002115,0.0063424947145877385
815,27,16,1,1,4,9,3,6,8,2,5,7,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,3,7,,,0.0,True,,1.5613,16,False,14.58,1,0.0494949494949495,0.0,0.15353535353535347,0.2525252525252526,0.0,0.0,0.0,0.2565656565656566,0.28686868686868683,0.0010101010101010103
816,27,17,1,3,6,7,1,5,8,2,4,9,2.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,0.0,3,7,,,0.0,True,,1.0965,17,False,14.58,1,0.3289340101522842,0.026395939086294413,0.06497461928934009,0.0,0.12385786802030456,0.0,0.0,0.3492385786802029,0.0,0.10659898477157377
817,27,18,1,1,6,7,2,5,8,3,4,9,3.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,3,7,,,0.0,True,,0.40696,18,False,14.58,1,0.0,0.0,0.29989764585465695,0.04196519959058334,0.0,0.0,0.0,0.05220061412487208,0.4206755373592631,0.18526100307062446
818,27,19,1,3,4,9,2,5,8,1,6,7,1.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,0.0,3,7,,,0.0,True,,0.71829,19,False,14.58,1,0.0,0.0,0.1666666666666667,0.15123456790123457,0.0,0.04629629629629631,0.030864197530864234,0.1923868312757201,0.2685185185185186,0.14403292181069954
819,27,20,1,2,5,8,1,4,9,3,6,7,3.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.74836,20,False,14.58,1,0.0,0.0,0.13502109704641352,0.0,0.0,0.24894514767932494,0.3607594936708861,0.0,0.17088607594936708,0.0843881856540084
820,27,21,2,3,5,7,2,6,8,1,4,9,2.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,True,,1.2733,1,False,14.58,1,0.0,0.14285714285714282,0.4507936507936508,0.0,0.006349206349206349,0.05185185185185182,0.1978835978835979,0.04867724867724867,0.0,0.10158730158730157
821,27,22,2,2,5,8,3,6,7,1,4,9,1.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,1.1281,2,False,14.58,1,0.0,0.05257510729613731,0.0,0.0064377682403433485,0.0,0.0,0.13626609442060097,0.018240343347639458,0.39699570815450647,0.3894849785407724
822,27,23,2,2,5,9,1,6,7,3,4,8,3.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.92562,3,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
823,27,24,2,2,4,7,3,6,8,1,5,9,2.0,3.0,6.0,8.0,1.0,2.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.75628,4,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13695871097683787,0.20443101711983894,0.6042296072507553,0.054380664652567995
824,27,25,2,3,4,9,2,5,7,1,6,8,3.0,1.0,6.0,8.0,2.0,3.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.58706,5,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.804,0.0,0.19599999999999995,0.0
825,27,26,2,1,6,8,3,4,9,2,5,7,1.0,1.0,6.0,8.0,2.0,3.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.59362,6,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961,0.039000000000000035
826,27,27,2,2,6,8,1,4,9,3,5,7,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.60811,7,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
827,27,28,2,3,4,8,2,6,9,1,5,7,1.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.55147,8,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
828,27,29,2,1,6,7,3,5,8,2,4,9,2.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.64633,9,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
829,27,30,2,2,6,7,1,5,9,3,4,8,3.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.84385,10,False,14.58,1,0.0,0.0,0.0,0.0,0.026558891454965355,0.0,0.0,0.0,0.9549653579676673,0.018475750577367205
830,27,31,2,3,6,7,1,5,8,2,4,9,2.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.88384,11,False,14.58,1,0.0,0.1293859649122807,0.0,0.006578947368421053,0.0,0.0,0.0,0.27960526315789475,0.5131578947368421,0.07127192982456132
831,27,32,2,1,4,9,2,6,7,3,5,8,3.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.76292,12,False,14.58,1,0.11213720316622684,0.0,0.001319261213720317,0.007915567282321902,0.0,0.0,0.270448548812665,0.07783641160949861,0.3905013192612139,0.13984168865435348
832,27,33,2,3,6,8,2,4,9,1,5,7,1.0,3.0,6.0,8.0,1.0,2.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.64089,13,False,14.58,1,0.0,0.0,0.08315098468271327,0.004376367614879651,0.0,0.06126914660831502,0.062363238512034985,0.09518599562363247,0.5754923413566742,0.11816192560175041
833,27,34,2,3,5,8,2,6,7,1,4,9,1.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.81562,14,False,14.58,1,0.0,0.0,0.002034587995930824,0.0,0.0,0.0,0.16480162767039674,0.54323499491353,0.09867751780264497,0.19125127161749741
834,27,35,2,2,6,8,3,4,9,1,5,7,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.53365,15,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07403651115618658,0.0,0.7789046653144017,0.14705882352941171
835,27,36,2,1,4,7,2,6,9,3,5,8,3.0,3.0,5.0,8.0,1.0,2.0,4.0,6.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.54108,16,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.827482447342026,0.0,0.1715145436308927,0.0010030090270812437
836,27,37,2,2,6,8,1,5,9,3,4,7,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.48322,17,False,14.58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714714714714715,0.15915915915915904,0.3693693693693694
837,27,38,2,2,4,8,1,5,9,3,6,7,1.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,0.0,3,8,,,1.0,True,,0.5538,18,False,14.58,1,0.0,0.0,0.0,0.0,0.010193679918450561,0.0,0.744138634046891,0.0,0.23955147808358823,0.00611620795107021
838,27,39,2,1,5,7,3,4,9,2,6,8,3.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,3,8,,,1.0,True,,0.69613,19,False,14.58,1,0.0,0.0,0.0,0.007231404958677685,0.0,0.0,0.0,0.0,0.987603305785124,0.005165289256198346
839,27,40,2,3,6,9,1,4,8,2,5,7,2.0,1.0,4.0,8.0,2.0,3.0,5.0,6.0,7.0,9.0,0.0,3,8,,,1.0,True,,0.49543,20,False,14.58,1,0.005076142131979695,0.0,0.053807106598984744,0.13604060913705585,0.0,0.0,0.056852791878172555,0.4710659898477158,0.09441624365482236,0.18274111675126892
840,27,41,3,2,6,8,3,5,9,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,True,,1.7491,1,False,14.58,2,0.16858638743455512,0.0,0.0,0.08691099476439798,0.0,0.0,0.5486910994764397,0.0,0.060732984293193716,0.13507853403141354
841,27,42,3,2,5,7,3,4,9,1,6,8,1.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,1.0,3,7,,,1.0,True,,1.8032,2,False,14.58,2,0.12227979274611397,0.1295336787564768,0.04145077720207252,0.04041450777202076,0.0839378238341969,0.0,0.1917098445595854,0.0,0.20103626943005184,0.18963730569948178
842,27,43,3,2,6,8,3,4,9,1,5,7,3.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,3,7,,,1.0,True,,1.3388,3,False,14.58,2,0.07942973523421581,0.0,0.0,0.060081466395112006,0.06720977596741348,0.048879837067209775,0.41446028513238287,0.03156822810590631,0.22606924643584525,0.07230142566191443
843,27,44,3,1,4,8,3,6,9,2,5,7,3.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,3,7,,,1.0,True,,0.5373,4,False,14.58,2,0.0,0.0,0.0,0.0,0.00837696335078534,0.0,0.7445026178010471,0.0,0.21570680628272249,0.03141361256544515
844,27,45,3,1,6,9,3,4,7,2,5,8,2.0,3.0,4.0,7.0,1.0,2.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.6311,5,False,14.58,2,0.0,0.0,0.0,0.007391763463569166,0.0,0.008447729672650475,0.6853220696937697,0.0,0.03062302006335794,0.2682154171066526
845,27,46,3,1,6,8,3,5,7,2,4,9,2.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,0.0,3,7,,,1.0,True,,0.58154,6,False,14.58,2,0.0,0.0,0.0,0.0021715526601520092,0.17372421281216066,0.0,0.40499457111834997,0.0,0.0010857763300760046,0.4180238870792614
846,27,47,3,3,5,8,1,4,9,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.5484,7,False,14.58,2,0.0,0.0738396624472573,0.0,0.11603375527426162,0.0,0.006329113924050634,0.30801687763713087,0.0,0.3554852320675106,0.14029535864978904
847,27,48,3,3,4,7,1,5,8,2,6,9,1.0,3.0,4.0,7.0,1.0,2.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.68347,8,False,14.58,2,0.0,0.0,0.0,0.28585961342828076,0.0,0.0,0.0,0.2970498474059003,0.0,0.4170905391658189
848,27,49,3,2,4,8,1,5,7,3,6,9,2.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.6018,9,False,14.58,2,0.0,0.0,0.0,0.0,0.6549295774647887,0.0,0.20221327967806838,0.0,0.0,0.14285714285714288
849,27,50,3,3,5,8,2,6,9,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.56124,10,False,14.58,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20558882235528936,0.7944111776447106
850,27,51,3,3,5,8,2,6,7,1,4,9,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,1.3601,11,False,14.58,2,0.0,0.0,0.0,0.0,0.0,0.29842931937172784,0.5528795811518326,0.0,0.0,0.14869109947643966
851,27,52,3,2,4,8,1,6,7,3,5,9,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.84624,12,False,14.58,2,0.0,0.0,0.0,0.0,0.0,0.14799154334038056,0.791754756871036,0.0,0.0,0.06025369978858341
852,27,53,3,3,6,7,1,5,8,2,4,9,1.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,1.1735,13,False,14.58,2,0.0,0.0,0.0,0.0,0.05215646940822467,0.4724172517552658,0.12136409227683048,0.3530591775325978,0.0,0.0010030090270812437
853,27,54,3,2,5,9,3,6,7,1,4,8,2.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.53152,14,False,14.58,2,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.41
854,27,55,3,3,6,7,2,5,9,1,4,8,1.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.57881,15,False,14.58,2,0.0,0.0,0.0,0.06765899864682005,0.0,0.0,0.0,0.0,0.6779431664411367,0.25439783491204315
855,27,56,3,3,4,8,1,6,7,2,5,9,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,1.0738,16,False,14.58,2,0.0,0.0,0.0,0.0,0.0,0.050870147255689425,0.11244979919678716,0.0,0.0,0.8366800535475234
856,27,57,3,1,6,8,2,4,9,3,5,7,3.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,0.0,3,7,,,1.0,True,,1.143,17,False,14.58,2,0.0,0.0,0.0,0.27450980392156865,0.07422969187675077,0.0,0.19187675070028012,0.0,0.25350140056022413,0.20588235294117635
857,27,58,3,1,6,7,3,5,8,2,4,9,1.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,0.0,3,7,,,1.0,True,,0.63062,18,False,14.58,2,0.0,0.0,0.0,0.0,0.0,0.8592964824120604,0.0010050251256281406,0.1376884422110553,0.0,0.002010050251256281
858,27,59,3,1,5,8,3,6,9,2,4,7,3.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.64412,19,False,14.58,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
859,27,60,3,3,4,8,2,5,9,1,6,7,3.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,3,7,,,1.0,True,,0.66735,20,False,14.58,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3659274193548387,0.0,0.44254032258064513,0.19153225806451615
860,27,61,4,1,4,9,3,5,7,2,6,8,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,2,5,,,0.0,True,,0.6838,1,False,14.58,2,0.0,0.024615384615384615,0.0,0.15487179487179487,0.0,0.0,0.31076923076923096,0.0,0.30358974358974367,0.20615384615384585
861,27,62,4,2,4,9,3,6,7,1,5,8,2.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,0.0,2,5,,,0.0,True,,1.8423,2,False,14.58,2,0.0,0.0,0.1851851851851852,0.14478114478114476,0.003367003367003367,0.07182940516273856,0.3703703703703704,0.06958473625140284,0.05274971941638606,0.10213243546576882
862,27,63,4,2,4,9,1,6,8,3,5,7,3.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,0.0,2,5,,,1.0,True,,1.9217,3,False,14.58,2,0.0,0.0,0.0,0.0,0.5136612021857924,0.18032786885245905,0.0,0.0,0.0,0.30601092896174853
863,27,64,4,1,4,7,2,5,8,3,6,9,1.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,2,5,,,0.0,True,,1.76,4,False,14.58,2,0.0,0.06334371754932495,0.0,0.0,0.0,0.030114226375908597,0.1453790238836968,0.3696780893042575,0.09034267912772587,0.30114226375908626
864,27,65,4,2,4,7,1,6,9,3,5,8,2.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,5,,,0.0,True,,1.254,5,False,14.58,2,0.0,0.0527426160337553,0.0,0.1107594936708859,0.0,0.0,0.43459915611814354,0.0,0.2848101265822785,0.11708860759493667
865,27,66,4,1,5,8,3,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,2,5,,,0.0,True,,0.7739,6,False,14.58,2,0.007246376811594203,0.09627329192546588,0.24223602484472054,0.0,0.0,0.04244306418219465,0.10973084886128362,0.35817805383022777,0.002070393374741201,0.1418219461697721
866,27,67,4,3,6,9,1,4,7,2,5,8,2.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,2,5,,,0.0,True,,0.88316,7,False,14.58,2,0.0,0.0,0.0,0.29025641025641014,0.11794871794871796,0.03487179487179485,0.0,0.08615384615384619,0.0,0.47076923076923094
867,27,68,4,3,5,7,1,4,9,2,6,8,3.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,0.0,2,5,,,0.0,True,,0.61797,8,False,14.58,2,0.04766734279918861,0.0,0.0,0.4797160243407709,0.05679513184584183,0.0,0.0,0.0,0.23225152129817442,0.18356997971602432
868,27,69,4,3,6,9,2,4,8,1,5,7,1.0,3.0,6.0,9.0,1.0,2.0,4.0,5.0,7.0,8.0,0.0,2,5,,,0.0,True,,0.97733,9,False,14.58,2,0.0,0.0,0.0,0.027108433734939784,0.0,0.7248995983935743,0.0,0.23293172690763053,0.0,0.015060240963855422
869,27,70,4,2,4,8,3,5,7,1,6,9,2.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,0.0,2,5,,,1.0,True,,1.6879,10,False,14.58,2,0.0,0.0,0.0,0.36107854630715136,0.001172332942555686,0.15240328253223906,0.2731535756154749,0.0,0.0,0.2121922626025791
870,27,71,4,1,6,9,3,4,8,2,5,7,2.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,0.0,2,5,,,0.0,True,,0.56701,11,False,14.58,2,0.0,0.0,0.0,0.0,0.47058823529411775,0.0,0.15916955017301035,0.251441753171857,0.0,0.11880046136101503
871,27,72,4,3,5,8,2,6,7,1,4,9,3.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,1.0,2,5,,,0.0,True,,0.4921,12,False,14.58,2,0.0,0.0,0.0,0.32707182320441996,0.19447513812154704,0.0011049723756906078,0.18674033149171276,0.0,0.0,0.2906077348066296
872,27,73,4,1,6,9,2,5,8,3,4,7,3.0,3.0,4.0,7.0,1.0,2.0,5.0,6.0,8.0,9.0,0.0,2,5,,,0.0,True,,1.1319,13,False,14.58,2,0.0,0.0,0.0,0.0,0.0,0.6319514661274014,0.0,0.32153690596562184,0.0,0.04651162790697674
873,27,74,4,2,6,7,3,4,9,1,5,8,3.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,,,1.0,True,,1.2271,14,False,14.58,2,0.0,0.0,0.0,0.004119464469618949,0.08238928939237894,0.5581874356333677,0.0,0.0,0.12461380020597321,0.23069001029866112
874,27,75,4,2,6,9,3,5,7,1,4,8,3.0,1.0,4.0,8.0,2.0,3.0,5.0,6.0,7.0,9.0,1.0,2,5,,,0.0,True,,0.53708,15,False,14.58,2,0.0,0.0,0.10861865407319948,0.063754427390791,0.12868949232585591,0.0991735537190082,0.03423848878394336,0.0,0.0,0.5655253837072021
875,27,76,4,3,6,9,1,5,8,2,4,7,2.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,,,1.0,True,,0.7519,16,False,14.58,2,0.0,0.0,0.0,0.0,0.06760847628657925,0.0010090817356205853,0.0,0.12108980827447023,0.0,0.8102926337033299
876,27,77,4,2,6,9,3,5,7,1,4,8,3.0,1.0,4.0,8.0,2.0,3.0,5.0,6.0,7.0,9.0,1.0,2,5,,,0.0,True,,0.76634,17,False,14.58,2,0.0,0.0,0.0,0.0,0.15438950554994957,0.17255297679112006,0.07870837537840558,0.0,0.0,0.5943491422805247
877,27,78,4,2,4,7,1,5,8,3,6,9,2.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,1.0,2,5,,,1.0,True,,0.84522,18,False,14.58,2,0.0,0.0,0.0,0.09699999999999998,0.30900000000000005,0.0,0.0,0.0,0.0,0.594
878,27,79,4,2,5,8,3,4,7,1,6,9,3.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,5,,,0.0,True,,0.95572,19,False,14.58,2,0.0,0.0,0.0,0.2555555555555556,0.08181818181818182,0.0,0.22525252525252532,0.0,0.0,0.43737373737373725
879,27,80,4,3,5,8,1,4,7,2,6,9,2.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,2,5,,,0.0,True,,0.61117,20,False,14.58,2,0.0,0.0,0.0,0.6868686868686869,0.0,0.0,0.060606060606060524,0.0,0.0,0.2525252525252526
880,27,81,5,3,5,9,2,6,7,1,4,8,1.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,2,5,,,1.0,True,,1.5545,1,False,14.58,3,0.0,0.003051881993896236,0.05086469989827053,0.0,0.10172939979654125,0.0,0.38962360122075285,0.0,0.38860630722278733,0.06612410986775184
881,27,82,5,1,6,9,2,4,7,3,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,5,,,0.0,True,,0.98518,2,False,14.58,3,0.10052356020942405,0.09842931937172768,0.0,0.0,0.0,0.002094240837696335,0.130890052356021,0.0,0.5821989528795811,0.08586387434554978
882,27,83,5,1,6,7,2,5,9,3,4,8,3.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,0.0,2,5,,,0.0,True,,0.8488,3,False,14.58,3,0.0,0.09814049586776857,0.18285123966942146,0.16632231404958667,0.21074380165289253,0.11776859504132231,0.0,0.006198347107438016,0.0,0.21797520661157033
